node_id,node_type,activation_year,coverage_gain_pct,drive_time_reduction_hr,best_outbound_detour_ratio
METRO_RO_constanta,PERI_URBAN_HUB,2030,,,1.002
METRO_IT_genoa,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_57,RELAY_HUB,2030,,,
METRO_FI_tampere,PERI_URBAN_HUB,2030,,,1.021
METRO_RO_bucharest,PERI_URBAN_HUB,2030,,,1.005
METRO_RO_pitesti,PERI_URBAN_HUB,2030,,,1.001
METRO_DE_krefeld,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_148,RELAY_HUB,2030,,,
RELAY_2030_45,RELAY_HUB,2030,,,
METRO_PL_olsztyn,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_44,RELAY_HUB,2030,,,
METRO_FR_angers,PERI_URBAN_HUB,2030,,,1.0
NONMETRO_SI,DEMAND_NONMETRO,2030,,,
RELAY_2030_15,RELAY_HUB,2030,,,
RELAY_2030_133,RELAY_HUB,2030,,,
NONMETRO_AT,DEMAND_NONMETRO,2030,,,
METRO_NL_tilburg,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_26,RELAY_HUB,2030,,,
RELAY_2030_12,RELAY_HUB,2030,,,
RELAY_2030_154,RELAY_HUB,2030,,,
METRO_DE_augsburg,PERI_URBAN_HUB,2030,,,1.0
METRO_IT_milan,PERI_URBAN_HUB,2030,,,1.0
NONMETRO_FI,DEMAND_NONMETRO,2030,,,
METRO_MT_valletta,PERI_URBAN_HUB,2030,,,1.019
RELAY_2030_43,RELAY_HUB,2030,,,
METRO_LT_klaipeda,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_138,RELAY_HUB,2030,,,
METRO_IT_latina,PERI_URBAN_HUB,2030,,,1.0
METRO_ES_latina,PERI_URBAN_HUB,2030,,,1.0
METRO_FR_rouen,PERI_URBAN_HUB,2030,,,1.002
RELAY_2030_4,RELAY_HUB,2030,,,
METRO_DE_duisburg,PERI_URBAN_HUB,2030,,,1.0
METRO_DE_muelheim,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_99,RELAY_HUB,2030,,,
METRO_SE_gothenburg,PERI_URBAN_HUB,2030,,,1.002
METRO_RO_bacau,PERI_URBAN_HUB,2030,,,1.026
