node_id,origin_dc,service_mode,pop_bracket,pi_promise_hr,mean_drive_hr,road_km,attainment_rate,p5_elapsed_hr,p50_elapsed_hr,p95_elapsed_hr,promise_gap_hr
METRO_LT_vilnius,CAND_PL_lodz,VIA_HUB_CORRIDOR,250K-1M,2.0,6.168,514.0,0.0,10.144,10.264,10.756,8.264
METRO_LU_luxembourg,CAND_DE_koeln,DIRECT,<250K,1.0,1.897,158.1,0.0,3.612,3.679,3.797,2.679
METRO_LV_riga,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,8.161,680.1,0.0,10.746,11.926,12.743,9.926
METRO_MT_valletta,CAND_IT_rome,VIA_RELAY,<250K,1.0,8.641,720.0,0.0,10.21,11.466,12.403,10.466
METRO_NL_almere_stad,CAND_DE_koeln,DIRECT,<250K,1.0,2.396,199.7,0.0,3.751,4.062,4.424,3.062
METRO_NL_amsterdam,CAND_DE_koeln,DIRECT,1M+,4.0,2.57,214.2,0.0,4.103,4.638,4.993,0.638
METRO_NL_breda,CAND_DE_koeln,DIRECT,<250K,1.0,2.014,167.8,0.0,3.687,4.108,4.365,3.108
METRO_NL_eindhoven,CAND_DE_koeln,DIRECT,250K-1M,2.0,1.405,117.1,0.0,3.218,3.429,3.902,1.429
METRO_NL_groningen,CAND_DE_koeln,DIRECT,<250K,1.0,3.066,255.5,0.0,4.362,4.511,5.377,3.511
METRO_NL_rotterdam,CAND_DE_koeln,DIRECT,1M+,4.0,2.443,203.6,0.2,4.012,4.645,4.896,0.645
METRO_NL_the_hague,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.679,223.2,0.0,4.126,4.561,4.856,2.561
METRO_NL_tilburg,CAND_DE_koeln,DIRECT,<250K,1.0,1.761,146.7,0.0,3.238,3.462,4.037,2.462
METRO_NL_utrecht,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.165,180.4,0.0,3.786,4.194,4.341,2.194
METRO_NO_oslo,CAND_DE_koeln,VIA_RELAY,1M+,4.0,12.322,1026.9,0.0,14.319,15.782,18.808,11.782
METRO_PL_bialystok,CAND_PL_lodz,DIRECT,250K-1M,2.0,3.508,292.4,0.0,5.049,5.337,6.044,3.337
METRO_PL_bielsko_biala,CAND_PL_lodz,DIRECT,<250K,1.0,2.624,218.7,0.0,3.949,4.36,4.758,3.36
METRO_PL_bydgoszcz,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.163,180.3,0.0,4.014,4.342,4.679,2.342
METRO_PL_bytom,CAND_PL_lodz,DIRECT,<250K,1.0,1.952,162.6,0.0,3.534,3.867,4.363,2.867
METRO_PL_czestochowa,CAND_PL_lodz,DIRECT,<250K,1.0,1.332,111.0,0.0,2.889,3.168,3.697,2.168
METRO_PL_gdansk,CAND_PL_lodz,DIRECT,250K-1M,2.0,3.508,292.3,0.0,4.978,5.356,5.767,3.356
METRO_PL_gdynia,CAND_PL_lodz,DIRECT,250K-1M,2.0,3.744,312.0,0.0,5.142,5.329,5.621,3.329
METRO_PL_gliwice,CAND_PL_lodz,DIRECT,<250K,1.0,2.076,173.0,0.0,3.852,3.99,4.427,2.99
METRO_PL_katowice,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.052,171.0,0.0,3.867,4.218,4.407,2.218
METRO_PL_kielce,CAND_PL_lodz,DIRECT,<250K,1.0,1.539,128.2,0.0,3.263,3.553,3.708,2.553
METRO_PL_krakow,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.314,192.8,0.0,3.639,4.004,4.702,2.004
METRO_PL_lublin,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.66,221.7,0.0,3.941,4.852,4.967,2.852
METRO_PL_mokotow,CAND_PL_lodz,DIRECT,<250K,1.0,1.401,116.8,0.0,2.997,3.254,3.861,2.254
METRO_PL_olsztyn,CAND_PL_lodz,DIRECT,<250K,1.0,2.805,233.7,0.0,4.217,4.339,5.231,3.339
METRO_PL_poznan,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.252,187.6,0.0,3.625,4.322,4.578,2.322
METRO_PL_praga_poludnie,CAND_PL_lodz,DIRECT,<250K,1.0,1.467,122.2,0.0,3.135,3.257,3.464,2.257
METRO_PL_radom,CAND_PL_lodz,DIRECT,<250K,1.0,1.472,122.6,0.0,2.955,3.353,3.846,2.353
METRO_PL_sosnowiec,CAND_PL_lodz,DIRECT,<250K,1.0,2.004,167.0,0.0,3.548,3.906,4.099,2.906
METRO_PL_szczecin,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,4.559,380.0,0.0,7.142,7.912,8.46,5.912
METRO_PL_torun,CAND_PL_lodz,DIRECT,<250K,1.0,1.805,150.5,0.0,3.301,3.438,4.332,2.438
METRO_PL_warsaw,CAND_PL_lodz,DIRECT,1M+,4.0,1.404,117.0,1.0,3.078,3.376,3.579,-0.624
METRO_PL_wroclaw,CAND_PL_lodz,DIRECT,250K-1M,2.0,2.218,184.9,0.0,3.876,4.446,4.965,2.446
METRO_PL_zabrze,CAND_PL_lodz,DIRECT,<250K,1.0,2.014,167.8,0.0,3.611,3.957,4.671,2.957
METRO_PT_amadora,CAND_DE_koeln,VIA_RELAY,<250K,1.0,24.025,2002.0,0.0,33.734,34.289,36.571,33.289
METRO_PT_lisbon,CAND_DE_koeln,VIA_RELAY,1M+,4.0,24.056,2004.6,0.0,29.847,36.803,39.538,32.803
METRO_PT_porto,CAND_DE_koeln,VIA_RELAY,1M+,4.0,20.766,1730.4,0.0,29.285,29.849,32.52,25.849
METRO_RO_arad,CAND_PL_lodz,VIA_RELAY,<250K,1.0,7.627,635.6,0.0,10.277,11.134,13.84,10.134
METRO_RO_bacau,CAND_PL_lodz,VIA_RELAY,<250K,1.0,9.905,825.4,0.0,12.111,13.394,14.335,12.394
METRO_RO_braila,CAND_PL_lodz,VIA_RELAY,<250K,1.0,11.904,992.0,0.0,15.272,15.76,19.03,14.76
METRO_RO_brasov,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,9.788,815.7,0.0,11.653,12.306,15.59,10.306
METRO_RO_bucharest,CAND_PL_lodz,VIA_RELAY,1M+,4.0,11.478,956.5,0.0,15.525,16.801,18.055,12.801
METRO_RO_cluj_napoca,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,7.588,632.3,0.0,9.495,9.654,9.72,7.654
METRO_RO_constanta,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,13.255,1104.6,0.0,14.941,18.833,21.049,16.833
METRO_RO_craiova,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,11.039,920.0,0.0,13.293,14.905,15.951,12.905
METRO_RO_galati,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,11.73,977.5,0.0,15.736,17.196,18.888,15.196
METRO_RO_iasi,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,10.268,855.6,0.0,12.731,13.813,14.026,11.813
METRO_RO_oradea,CAND_PL_lodz,VIA_RELAY,<250K,1.0,6.651,554.3,0.0,8.207,9.662,10.315,8.662
METRO_RO_pitesti,CAND_PL_lodz,VIA_RELAY,<250K,1.0,10.404,867.0,0.0,14.051,15.483,17.757,14.483
METRO_RO_ploiesti,CAND_PL_lodz,VIA_RELAY,<250K,1.0,10.797,899.7,0.0,14.383,15.291,16.581,14.291
METRO_RO_timisoara,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,8.206,683.9,0.0,10.532,10.983,12.264,8.983
METRO_SE_gothenburg,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,9.815,817.9,0.0,11.768,12.046,12.916,10.046
METRO_SE_malmo,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,7.231,602.6,0.0,8.97,10.162,12.048,8.162
METRO_SE_stockholm,CAND_PL_lodz,VIA_RELAY,1M+,4.0,10.317,859.7,0.0,11.988,14.108,14.532,10.108
METRO_SI_ljubljana,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.023,501.9,0.0,8.309,9.198,9.855,7.198
METRO_SK_bratislava,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,5.243,436.9,0.0,7.545,8.44,9.67,6.44
METRO_SK_kosice,CAND_PL_lodz,VIA_RELAY,<250K,1.0,4.664,388.7,0.0,7.221,7.932,8.132,6.932
