node_id,pop_bracket,pi_promise_hr,drive_time_hr,mean_drive_hr,road_km,attainment_rate,p5_elapsed_hr,p50_elapsed_hr,p95_elapsed_hr,nonpi_otd_est_hr,otd_saving_hr
METRO_PL_gdansk,250K-1M,2.0,3.508,3.508,350.8,0.0,3.915,4.517,5.195,11.508,6.991
METRO_PL_bydgoszcz,250K-1M,2.0,2.163,2.163,216.3,0.0,2.77,3.161,3.647,10.163,7.002
METRO_PL_lublin,250K-1M,2.0,2.66,2.66,266.0,0.0,3.211,3.666,4.253,10.66,6.994
METRO_PL_katowice,250K-1M,2.0,2.052,2.052,205.2,0.0,2.641,3.058,3.554,10.052,6.994
METRO_PL_bialystok,250K-1M,2.0,3.508,3.508,350.8,0.0,3.964,4.514,5.204,11.508,6.994
METRO_PL_gdynia,250K-1M,2.0,3.744,3.744,374.4,0.0,4.153,4.737,5.555,11.744,7.007
METRO_PL_czestochowa,<250K,1.0,1.332,1.332,133.2,0.0,2.022,2.33,2.69,9.332,7.002
METRO_PL_sosnowiec,<250K,1.0,2.004,2.004,200.4,0.0,2.643,3.027,3.501,10.004,6.977
METRO_PL_radom,<250K,1.0,1.472,1.472,147.2,0.0,2.155,2.487,2.84,9.472,6.985
METRO_PL_mokotow,<250K,1.0,1.401,1.401,140.1,0.0,2.088,2.393,2.739,9.401,7.008
METRO_PL_torun,<250K,1.0,1.805,1.805,180.6,0.0,2.476,2.824,3.234,9.805,6.981
METRO_PL_kielce,<250K,1.0,1.539,1.539,153.9,0.0,2.217,2.552,2.908,9.539,6.987
METRO_PL_gliwice,<250K,1.0,2.076,2.076,207.6,0.0,2.673,3.082,3.546,10.076,6.994
METRO_PL_zabrze,<250K,1.0,2.014,2.014,201.4,0.0,2.632,3.02,3.489,10.014,6.994
METRO_PL_bytom,<250K,1.0,1.952,1.952,195.2,0.0,2.58,2.947,3.398,9.952,7.005
METRO_PL_praga_poludnie,<250K,1.0,1.467,1.467,146.7,0.0,2.156,2.48,2.839,9.467,6.987
METRO_PL_bielsko_biala,<250K,1.0,2.624,2.624,262.4,0.0,3.185,3.631,4.199,10.624,6.993
METRO_PL_olsztyn,<250K,1.0,2.805,2.805,280.5,0.0,3.343,3.828,4.47,10.805,6.977
METRO_CZ_ostrava,250K-1M,2.0,2.772,2.772,277.2,0.0,3.302,3.788,4.41,10.772,6.984
METRO_ES_valencia,250K-1M,2.0,3.628,3.628,362.8,0.0,4.036,4.674,5.392,11.628,6.954
METRO_ES_zaragoza,250K-1M,2.0,3.289,3.289,328.9,0.0,3.752,4.312,4.975,11.289,6.977
METRO_ES_bilbao,250K-1M,2.0,3.876,3.876,387.6,0.0,4.309,4.9,5.655,11.876,6.976
METRO_ES_cordoba,250K-1M,2.0,3.546,3.546,354.6,0.0,3.955,4.547,5.303,11.546,6.999
METRO_ES_valladolid,250K-1M,2.0,1.946,1.946,194.6,0.0,2.564,2.96,3.386,9.946,6.986
METRO_ES_carabanchel,250K-1M,2.0,0.041,0.041,4.1,1.0,0.807,1.035,1.268,8.041,7.006
METRO_ES_puente_de_vallecas,<250K,1.0,0.051,0.051,5.1,0.414,0.832,1.038,1.274,8.051,7.013
METRO_ES_gasteiz_/_vitoria,<250K,1.0,3.406,3.406,340.6,0.0,3.87,4.412,5.121,11.406,6.994
METRO_ES_ciudad_lineal,<250K,1.0,0.064,0.064,6.4,0.372,0.836,1.059,1.288,8.064,7.005
METRO_ES_fuencarral_el_pardo,<250K,1.0,0.113,0.113,11.3,0.273,0.891,1.123,1.334,8.113,6.99
METRO_ES_mostoles,<250K,1.0,0.208,0.208,20.8,0.088,0.98,1.219,1.433,8.208,6.989
METRO_ES_alcala_de_henares,<250K,1.0,0.359,0.359,35.9,0.0,1.127,1.363,1.598,8.359,6.996
METRO_ES_pamplona,<250K,1.0,3.805,3.805,380.5,0.0,4.219,4.831,5.595,11.805,6.974
METRO_ES_fuenlabrada,<250K,1.0,0.2,0.2,20.0,0.101,0.978,1.203,1.428,8.2,6.997
METRO_ES_leganes,<250K,1.0,0.134,0.134,13.4,0.239,0.912,1.123,1.36,8.134,7.011
METRO_ES_castello_de_la_plana,<250K,1.0,3.767,3.767,376.7,0.0,4.185,4.77,5.581,11.767,6.997
METRO_ES_burgos,<250K,1.0,2.568,2.568,256.8,0.0,3.142,3.568,4.141,10.568,7.0
METRO_ES_albacete,<250K,1.0,2.682,2.682,268.2,0.0,3.215,3.677,4.256,10.682,7.005
METRO_ES_alcorcon,<250K,1.0,0.156,0.156,15.6,0.162,0.938,1.17,1.388,8.156,6.986
METRO_ES_getafe,<250K,1.0,0.151,0.151,15.1,0.192,0.928,1.152,1.379,8.151,6.999
METRO_IT_naples,1M+,4.0,2.24,2.24,224.0,0.991,2.831,3.256,3.742,10.24,6.984
METRO_IT_bologna,250K-1M,2.0,3.654,3.654,365.4,0.0,4.036,4.675,5.484,11.654,6.979
METRO_IT_florence,250K-1M,2.0,2.806,2.806,280.6,0.0,3.375,3.841,4.418,10.806,6.965
METRO_IT_latina,250K-1M,2.0,0.69,0.69,69.0,0.981,1.45,1.698,1.951,8.69,6.992
METRO_IT_caserta,250K-1M,2.0,2.123,2.123,212.3,0.0,2.755,3.147,3.57,10.123,6.976
METRO_IT_salerno,250K-1M,2.0,2.805,2.805,280.5,0.0,3.335,3.826,4.442,10.805,6.979
METRO_IT_pescara,250K-1M,2.0,1.836,1.836,183.6,0.0,2.475,2.839,3.234,9.836,6.997
METRO_IT_modena,250K-1M,2.0,3.987,3.987,398.7,0.0,4.366,4.984,5.701,11.987,7.003
METRO_IT_barletta,250K-1M,2.0,3.84,3.84,384.0,0.0,4.238,4.843,5.653,11.84,6.997
METRO_IT_nola,250K-1M,2.0,2.395,2.395,239.5,0.0,2.991,3.414,3.909,10.395,6.981
METRO_IT_prato,<250K,1.0,2.992,2.992,299.2,0.0,3.531,4.01,4.658,10.992,6.982
METRO_ES_latina,250K-1M,2.0,0.69,0.69,69.0,0.98,1.434,1.689,1.963,8.69,7.001
