year,node_id,units,revenue
2028,METRO_ES_valladolid,0.0,0.0
2028,METRO_ES_gijon,0.0,0.0
2028,METRO_ES_eixample,0.0,0.0
2028,METRO_ES_l_hospitalet_de_llobregat,0.0,0.0
2028,METRO_ES_latina,0.0,0.0
2028,METRO_ES_carabanchel,0.0,0.0
2028,METRO_ES_a_coruna,0.0,0.0
2028,METRO_ES_puente_de_vallecas,0.0,0.0
2028,METRO_ES_sant_marti,0.0,0.0
2028,METRO_ES_gasteiz_vitoria,0.0,0.0
2028,METRO_ES_granada,0.0,0.0
2028,METRO_ES_elche,0.0,0.0
2028,METRO_ES_ciudad_lineal,0.0,0.0
2028,METRO_ES_oviedo,0.0,0.0
2028,METRO_ES_santa_cruz_de_tenerife,0.0,0.0
2028,METRO_ES_fuencarral_el_pardo,0.0,0.0
2028,METRO_ES_badalona,0.0,0.0
2028,METRO_ES_cartagena,0.0,0.0
2028,METRO_ES_terrassa,0.0,0.0
2028,METRO_ES_jerez_de_la_frontera,0.0,0.0
2028,METRO_ES_sabadell,0.0,0.0
2028,METRO_ES_mostoles,0.0,0.0
2028,METRO_ES_alcala_de_henares,0.0,0.0
2028,METRO_ES_pamplona,0.0,0.0
2028,METRO_ES_fuenlabrada,0.0,0.0
2028,METRO_ES_almeria,0.0,0.0
2028,METRO_ES_leganes,0.0,0.0
2028,METRO_ES_san_sebastian,0.0,0.0
2028,METRO_ES_sants_montjuic,0.0,0.0
2028,METRO_ES_santander,0.0,0.0
2028,METRO_ES_castello_de_la_plana,0.0,0.0
2028,METRO_ES_burgos,0.0,0.0
2028,METRO_ES_albacete,0.0,0.0
2028,METRO_ES_horta_guinardo,0.0,0.0
2028,METRO_ES_alcorcon,0.0,0.0
2028,METRO_ES_getafe,0.0,0.0
2028,METRO_ES_nou_barris,0.0,0.0
2028,METRO_CH_zurich,0.0,0.0
2028,METRO_CH_geneva,0.0,0.0
2028,METRO_CH_basel,0.0,0.0
2028,METRO_CH_lausanne,0.0,0.0
2028,METRO_CH_bern,0.0,0.0
2028,METRO_BG_sofia,0.0,0.0
2028,METRO_BG_plovdiv,0.0,0.0
2028,METRO_BG_varna,0.0,0.0
2028,METRO_BG_burgas,0.0,0.0
2028,METRO_HR_zagreb,0.0,0.0
2028,METRO_HR_split,0.0,0.0
2028,METRO_CY_nicosia,0.0,0.0
2028,METRO_CZ_prague,0.0,0.0
2028,METRO_CZ_brno,0.0,0.0
2028,METRO_CZ_ostrava,0.0,0.0
2028,METRO_CZ_pilsen,0.0,0.0
2028,METRO_GR_athens,0.0,0.0
2028,METRO_GR_thessaloniki,0.0,0.0
2028,METRO_GR_patras,0.0,0.0
2028,METRO_GR_piraeus,0.0,0.0
2028,METRO_HU_budapest,0.0,0.0
2028,METRO_HU_debrecen,0.0,0.0
2028,METRO_HU_miskolc,0.0,0.0
2028,METRO_HU_szeged,0.0,0.0
2028,METRO_RO_bucharest,0.0,0.0
2028,METRO_RO_iasi,0.0,0.0
2028,METRO_RO_cluj_napoca,0.0,0.0
2028,METRO_RO_timisoara,0.0,0.0
2028,METRO_RO_craiova,0.0,0.0
2028,METRO_RO_constanta,0.0,0.0
2028,METRO_RO_galati,0.0,0.0
